"","X","Fecha","Titulo.Comunicado","Link","ID","Autor","Autor_G","name"
"347",346,"2001-04-07","Reunión con la Comisión Facilitadora del Grupo de Países Amigos","http://www.farc-ep.co/comunicado/reunion-con-la-comision-facilitadora-del-grupo-de-paises-amigos.html",76,"secretariado nacional de las farc-ep","secretariado","2001-04-07_76.txt"
"348",347,"2001-03-10","Documento evaluativo sobre el desarrollo del proceso de paz","http://www.farc-ep.co/comunicado/documento-evaluativo-sobre-el-desarrollo-del-proceso-de-paz.html",75,"secretariado nacional de las farc-ep","secretariado","2001-03-10_75.txt"
"349",348,"2001-02-17","Reunión con las fuerzas políticas del país","http://www.farc-ep.co/comunicado/reunion-con-las-fuerzas-politicas-del-pais.html",74,"farc-ep","otros","2001-02-17_74.txt"
"350",349,"2000-10-24","Avances en Temas con Voceros del Gobierno Nacional y las FARC-EP","http://www.farc-ep.co/comunicado/avances-en-temas-con-voceros-del-gobierno-nacional-y-las-farc-ep.html",73,"secretariado nacional de las farc-ep","secretariado","2000-10-24_73.txt"
"351",350,"2000-08-29","Fallecimiento del Comandante Adán Izquierdo","http://www.farc-ep.co/comunicado/fallecimiento-del-comandante-adan-izquierdo.html",72,"secretariado nacional de las farc-ep","secretariado","2000-08-29_72.txt"
"352",351,"2000-08-26","Sobre visita a Colombia de Clinton presidente de EEUU","http://www.farc-ep.co/comunicado/sobre-visita-de-colombia-clinton-presidente-de-eeuu.html",71,"secretariado nacional de las farc-ep","secretariado","2000-08-26_71.txt"
"353",352,"2000-07-12","La derecha militarista quiere sabotear el proceso de paz","http://www.farc-ep.co/comunicado/la-derecha-militarista-quiere-sabotear-el-proceso-de-paz.html",70,"secretariado nacional de las farc-ep","secretariado","2000-07-12_70.txt"
"354",353,"2000-06-21","Referendo pastranista y Constituyente liberal","http://www.farc-ep.co/comunicado/referendo-pastranista-y-constituyente-liberal.html",69,"secretariado nacional de las farc-ep","secretariado","2000-06-21_69.txt"
"355",354,"2000-03-30","Carta Abierta Al Congreso y al pueblo de EE.UU","http://www.farc-ep.co/comunicado/carta-abierta-al-congreso-y-al-pueblo-de-ee-uu.html",68,"secretariado nacional de las farc-ep","secretariado","2000-03-30_68.txt"
"356",355,"2000-03-30","Legalizar el consumo de la droga","http://www.farc-ep.co/comunicado/legalizar-el-consumo-de-la-droga.html",67,"secretariado nacional de las farc-ep","secretariado","2000-03-30_67.txt"
"357",356,"2000-03-14","No a la privatización de las empresas públicas","http://www.farc-ep.co/comunicado/no-a-la-privatizacion-de-las-empresas-publicas.html",66,"secretariado nacional de las farc-ep","secretariado","2000-03-14_66.txt"
"358",357,"2000-03-14","No a la privatización de las empresas públicas","http://www.farc-ep.co/comunicado/no-a-la-privatizacion-de-las-empresas-publicas.html",65,"secretariado nacional de las farc-ep","secretariado","2000-03-14_65.txt"
"359",358,"1999-12-29","EL 2000, AÑO DE LUCHAS CONTRA EL NEOLIBERALISMO","http://www.farc-ep.co/comunicado/el-2000-ano-de-luchas-contra-el-neoliberalismo.html",64,"secretariado nacional de las farc-ep","secretariado","1999-12-29_64.txt"
"360",359,"1999-12-20","Cese unilateral de las FARC-EP a partir del 20 de Diciembre de 1999","http://www.farc-ep.co/comunicado/cese-unilateral-de-las-farc-ep-a-partir-del-20-de-diciembre-de-1999.html",63,"secretariado nacional de las farc-ep","secretariado","1999-12-20_63.txt"
"361",360,"1999-08-28","Un paro nacional justo","http://www.farc-ep.co/comunicado/un-paro-nacional-justo.html",62,"comisión internacional farc-ep","otros","1999-08-28_62.txt"
"362",361,"1998-12-17","A la comunidad nacional e internacional","http://www.farc-ep.co/comunicado/a-la-comunidad-nacional-e-internacional.html",61,"raúl reyes, joaquín gómez, fabián ramírez","otros","1998-12-17_61.txt"
"363",362,"1998-12-04","Carta abierta al doctor Andrés Pastrana Arango","http://www.farc-ep.co/comunicado/carta-abierta-al-doctor-andres-pastrana-arango.html",60,"raúl reyes, joaquín gómez, fabián ramírez","otros","1998-12-04_60.txt"
"364",363,"1998-11-26","Despeje de 5 Municipios","http://www.farc-ep.co/comunicado/despeje-de-5-municipios.html",59,"comisión de diálogos farc-ep","otros","1998-11-26_59.txt"
"365",364,"1998-11-15","Comunicados público a extranjeros y colombianos","http://www.farc-ep.co/comunicado/comunicados-publico-a-extranjeros-y-colombianos.html",58,"farc-ep","otros","1998-11-15_58.txt"
"366",365,"1998-09-28","Saludo al 17 congreso del Partido","http://www.farc-ep.co/comunicado/saludo-al-17-congreso-del-partido.html",57,"comisión internacional de las farc-ep","otros","1998-09-28_57.txt"
"367",366,"1998-07-31","Diálogos inician tan pronto despejen los municipios ya acordados","http://www.farc-ep.co/comunicado/dialogos-inician-tan-pronto-despejen-los-municipios-ya-acordados.html",56,"secretariado nacional de las farc-ep","secretariado","1998-07-31_56.txt"
"368",367,"1998-04-21","Contra la Intervención, Unidad Patriótica y Latinoamericana.","http://www.farc-ep.co/comunicado/contra-la-intervencion-unidad-patriotica-y-latinoamericana.html",55,"secretariado nacional de las farc-ep","secretariado","1998-04-21_55.txt"
"369",368,"1997-10-11","FARC-EP llaman al pueblo a no votar y empezar la construcción de un verdadero poder popular","http://www.farc-ep.co/comunicado/farc-ep-llaman-al-pueblo-a-no-votar-y-empezar-la-construccion-de-un-verdadero-poder-popular.html",54,"secretariado nacional de las farc-ep","secretariado","1997-10-11_54.txt"
"370",369,"1997-09-12","Bombardeos contra el secretariado, próximos a encuentros exploratorios con gobierno","http://www.farc-ep.co/comunicado/bombardeos-contra-el-secretariado-proximos-a-encuentros-exploratorios-con-gobierno.html",53,"secretariado nacional de las farc-ep","secretariado","1997-09-12_53.txt"
"371",370,"1997-08-10","Carta abierta al Señor Presidente, Entrega de prisioneros de guerra","http://www.farc-ep.co/comunicado/carta-abierta-al-senor-presidente-entrega-de-prisioneros-de-guerra.html",52,"secretariado nacional de las farc-ep","secretariado","1997-08-10_52.txt"
"372",371,"1997-08-05","La Cooperativas Convivir estrategia paramilitar","http://www.farc-ep.co/comunicado/la-cooperativas-convivir-estrategia-paramilitar.html",51,"secretariado nacional de las farc-ep","secretariado","1997-08-05_51.txt"
"373",372,"1996-10-10","Pueblo Colombiano: A la Carga!","http://www.farc-ep.co/comunicado/pueblo-colombiano-a-la-carga.html",50,"alfonso cano","otros","1996-10-10_50.txt"
"374",373,"1996-06-28","Carta a Samper sobre el secuestro de Ricardo Sáenz","http://www.farc-ep.co/comunicado/carta-a-samper-sobre-el-secuestro-de-ricardo-saenz.html",49,"secretariado nacional de las farc-ep","secretariado","1996-06-28_49.txt"
"375",374,"1996-02-23","El Mandato Samper - El presidente debe renunciar, el caos social que agobian a Colombia","http://www.farc-ep.co/comunicado/el-mandato-samper-el-presidente-debe-renunciar-el-caos-social-que-agobian-a-colombia.html",48,"comisión internacional","otros","1996-02-23_48.txt"
"376",375,"1996-02-17","Nuestra Política de Fronteras","http://www.farc-ep.co/comunicado/nuestra-politica-de-fronteras.html",47,"secretariado nacional de las farc-ep","secretariado","1996-02-17_47.txt"
"377",376,"1995-11-07","Doctor Alvaro Córdoba Triviño, Los militares están atropellando a la población civil","http://www.farc-ep.co/comunicado/doctor-alvaro-cordoba-trivino-los-militares-estan-atropellando-a-la-poblacion-civil.html",46,"secretariado nacional de las farc-ep","secretariado","1995-11-07_46.txt"
"378",377,"1995-10-19","Señora Liduinez Ampolle, Respuesta de su carta fechada el pasado 1 de octubre","http://www.farc-ep.co/comunicado/senora-liduinez-ampolle-respuesta-de-su-carta-fechada-el-pasado-1-de-octubre.html",45,"secretariado nacional de las farc-ep","secretariado","1995-10-19_45.txt"
"379",378,"1995-10-17","Investigar autoridades, por violencia política en el Urabá","http://www.farc-ep.co/comunicado/comunicado-investigar-autoridades-por-violencia-politica-en-el-uraba.html",44,"secretariado nacional de las farc-ep","secretariado","1995-10-17_44.txt"
"380",379,"1995-09-30","A propósito de la Cumbre de los Paises no Alineados Declaración de las FARC","http://www.farc-ep.co/comunicado/a-proposito-de-la-cumbre-de-los-paises-no-alineados-declaracion-de-las-farc.html",43,"secretariado nacional de las farc-ep","secretariado","1995-09-30_43.txt"
"381",380,"1995-08-23","Recomendaciones a la Población Civil","http://www.farc-ep.co/comunicado/recomendaciones-a-la-poblacion-civil.html",42,"secretariado nacional de las farc-ep","secretariado","1995-08-23_42.txt"
"382",381,"1995-08-17","Declaración de las FARC-EP: La paz después de un año del Gobierno Samper","http://www.farc-ep.co/comunicado/declaracion-de-las-farc-ep-la-paz-despues-de-un-ano-del-gobierno-samper.html",41,"secretariado nacional de las farc-ep","secretariado","1995-08-17_41.txt"
"383",382,"1995-08-02","Doctor Ernesto Samper Pizano","http://www.farc-ep.co/comunicado/doctor-ernesto-samper-pizano.html",40,"secretariado nacional de las farc-ep","secretariado","1995-08-02_40.txt"
"384",383,"1995-06-29","Señores Comisión Nacional de Conciliación","http://www.farc-ep.co/comunicado/senores-comision-nacional-de-conciliacion.html",39,"secretariado nacional de las farc-ep","secretariado","1995-06-29_39.txt"
"385",384,"1995-06-27","Carta a Samper","http://www.farc-ep.co/comunicado/carta-a-samper.html",38,"secretariado nacional de las farc-ep","secretariado","1995-06-27_38.txt"
"386",385,"1995-06-08","Comité de Búsqueda de la Paz y red nacional de iniciativas contra la guerra y por la Paz","http://www.farc-ep.co/comunicado/comite-de-busqueda-de-la-paz-y-red-nacional-de-iniciativas-contra-la-guerra-y-por-la-paz.html",37,"secretariado nacional de las farc-ep","secretariado","1995-06-08_37.txt"
"387",386,"1995-05-30","Carta abierta de las FARC, posibilidades del primer encuentro entre gobierno y las FARC-EP","http://www.farc-ep.co/comunicado/carta-abierta-de-las-farc-posibilidades-del-primer-encuentro-entre-gobierno-y-las-farc-ep.html",36,"secretariado nacional de las farc-ep","secretariado","1995-05-30_36.txt"
"388",387,"1995-05-28","31 años por la convivencia y la democracia","http://www.farc-ep.co/comunicado/31-anos-por-la-convivencia-y-la-democracia.html",35,"secretariado nacional de las farc-ep","secretariado","1995-05-28_35.txt"
"389",388,"1995-04-30","Declaración, respecto a la propuesta de paz de Samper","http://www.farc-ep.co/comunicado/declaracion-respecto-a-la-propuesta-de-paz-de-samper.html",34,"secretariado nacional de las farc-ep","secretariado","1995-04-30_34.txt"
"390",389,"1995-03-20","1995 - Marzo 18 - Comunicado, supuesta muerte del C. Manuel Marulanda","http://www.farc-ep.co/comunicado/1995-marzo-18-comunicado-supuesta-muerte-del-c-manuel-marulanda.html",33,"secretariado nacional de las farc-ep","secretariado","1995-03-20_33.txt"
"391",390,"1995-03-20","Rechazo a la campaña de confrontación entre Colombia y Venezuela","http://www.farc-ep.co/comunicado/rechazo-a-la-campana-de-confrontacion-entre-colombia-y-venezuela.html",32,"secretariado nacional de las farc-ep","secretariado","1995-03-20_32.txt"
"392",391,"1995-03-17","Homenaje a la Mujer Colombiana","http://www.farc-ep.co/comunicado/homenaje-a-la-mujer-colombiana.html",31,"secretariado nacional de las farc-ep","secretariado","1995-03-17_31.txt"
"393",392,"1995-02-18","Carta Abierta al Comicionado para la Paz- Doctor Carlos Holmes Trujillo","http://www.farc-ep.co/comunicado/carta-abierta-al-comicionado-para-la-paz-doctor-carlos-holmes-trujillo.html",30,"secretariado nacional de las farc-ep","secretariado","1995-02-18_30.txt"
"394",393,"1995-01-05","Doctor Carlos Holmes Trujillo","http://www.farc-ep.co/comunicado/doctor-carlos-holmes-trujillo.html",29,"secretariado nacional de las farc-ep","secretariado","1995-01-05_29.txt"
"395",394,"1994-12-29","Mensaje de fin de año 94","http://www.farc-ep.co/comunicado/mensaje-de-fin-de-ano-94.html",28,"secretariado nacional de las farc-ep","secretariado","1994-12-29_28.txt"
"396",395,"1994-11-22","Declaración de las FARC, Intervención Presidencial en Popayán","http://www.farc-ep.co/comunicado/declaracion-de-las-farc-intervencion-presidencial-en-popayan.html",27,"secretariado nacional de las farc-ep","secretariado","1994-11-22_27.txt"
"397",396,"1994-11-07","Declaracion Pública CGSB, Debate de desaparecidos y asesinatos de la fuerza pública.","http://www.farc-ep.co/comunicado/declaracion-publica-cgsb-debate-de-desaparecidos-y-asesinatos-de-la-fuerza-publica.html",26,"secretariado nacional de las farc-ep","secretariado","1994-11-07_26.txt"
"398",397,"1994-08-19","Carta al Presidente Samper, Asesinato de Manuel Cepeda Vargas","http://www.farc-ep.co/comunicado/carta-al-presidente-samper-asesinato-de-manuel-cepeda-vargas.html",25,"secretariado nacional de las farc-ep","secretariado","1994-08-19_25.txt"
"399",398,"1994-08-12","Asesinato de Manuel Cepeda Vargas","http://www.farc-ep.co/comunicado/asesinato-de-manuel-cepeda-vargas.html",24,"secretariado nacional de las farc-ep","secretariado","1994-08-12_24.txt"
"400",399,"1994-07-17","La Guerra Total de Gaviria, Un Gran Fracaso","http://www.farc-ep.co/comunicado/la-guerra-total-de-gaviria-un-gran-fracaso.html",23,"secretariado nacional de las farc-ep","secretariado","1994-07-17_23.txt"
"401",400,"1994-06-10","Saludo a los Mandatarios de Iberoamérica, Motivó de su presencia en nuestro país","http://www.farc-ep.co/comunicado/saludo-a-los-mandatarios-de-iberoamerica-motivo-de-su-presencia-en-nuestro-pais.html",22,"secretariado nacional de las farc-ep","secretariado","1994-06-10_22.txt"
"402",401,"1994-03-25","Carta de las FARC a los candidatos Presidenciales","http://www.farc-ep.co/comunicado/carta-de-las-farc-a-los-candidatos-presidenciales.html",21,"secretariado nacional de las farc-ep","secretariado","1994-03-25_21.txt"
"403",402,"1994-03-06","Estruendoso fracaso de la guerra integral de Gaviria","http://www.farc-ep.co/comunicado/estruendoso-fracaso-de-la-guerra-integral-de-gaviria.html",20,"secretariado nacional de las farc-ep","secretariado","1994-03-06_20.txt"
"404",403,"1994-02-17","Llamamiento, Política oligárquica de Cesar Gaviria","http://www.farc-ep.co/comunicado/llamamiento-politica-oligarquica-de-cesar-gaviria.html",19,"secretariado nacional de las farc-ep","secretariado","1994-02-17_19.txt"
"405",404,"1993-12-03","Carta Abierta al Congreso Nacional , A proposito del debate sobre la ley de orden público","http://www.farc-ep.co/comunicado/carta-abierta-al-congreso-nacional-a-proposito-del-debate-sobre-la-ley-de-orden-publico.html",18,"secretariado nacional de las farc-ep","secretariado","1993-12-03_18.txt"
"406",405,"1993-10-25","Carta Abierta al Parlamento, Reflexiones en torno a importantes debates que adelantan","http://www.farc-ep.co/comunicado/carta-abierta-al-parlamento-reflexiones-en-torno-a-importantes-debates-que-adelantan.html",17,"secretariado nacional de las farc-ep","secretariado","1993-10-25_17.txt"
"407",406,"1993-08-05","Por La Paz, Nuevo Gobierno de reconciliación, En Colombia se practica el terrorismo de estado","http://www.farc-ep.co/comunicado/por-la-paz-nuevo-gobierno-de-reconciliacion-en-colombia-se-practica-el-terrorismo-de-estado.html",16,"secretariado nacional de las farc-ep","secretariado","1993-08-05_16.txt"
"408",407,"1993-04-03","Declaracion política, 8a. Conferencia - Nuevo Gobierno para alcanzar la paz","http://www.farc-ep.co/comunicado/declaracion-politica-8a-conferencia-nuevo-gobierno-para-alcanzar-la-paz.html",15,"secretariado nacional de las farc-ep","secretariado","1993-04-03_15.txt"
"409",408,"1993-04-04","Realizada con éxito la 8ª Conferencia Nacional de las FARC-EP","http://www.farc-ep.co/comunicado/realizada-con-exito-la-8-conferencia-nacional-de-las-farc-ep.html",14,"secretariado nacional de las farc-ep","secretariado","1993-04-04_14.txt"
"410",409,"1993-02-19","Circular Interna, Balance sobre el conjunto de tareas","http://www.farc-ep.co/comunicado/circular-interna-balance-sobre-el-conjunto-de-tareas.html",13,"farc-ep","otros","1993-02-19_13.txt"
"411",410,"1993-02-14","Estruendoso fracaso de la llamada guerra integral","http://www.farc-ep.co/comunicado/estruendoso-fracaso-de-la-llamada-guerra-integral.html",12,"farc-ep","otros","1993-02-14_12.txt"
"412",411,"1993-02-14","Saludo al foro por la Defensa de los Derechos Humanos y la Paz","http://www.farc-ep.co/comunicado/saludo-al-foro-por-la-defensa-de-los-derechos-humanos-y-la-paz.html",11,"farc-ep","otros","1993-02-14_11.txt"
"413",412,"1993-02-02","Mensaje al Parlamento Colombiano","http://www.farc-ep.co/comunicado/mensaje-al-parlamento-colombiano.html",10,"farc-ep","otros","1993-02-02_10.txt"
"414",413,"1992-11-10","Nueva constituyente para salir del caos","http://www.farc-ep.co/comunicado/nueva-constituyente-para-salir-del-caos.html",9,"farc-ep","otros","1992-11-10_9.txt"
"415",414,"1992-10-31","Por un gran acuerdo político, Protesta ciudadana","http://www.farc-ep.co/comunicado/por-un-gran-acuerdo-politico-protesta-ciudadana.html",8,"farc-ep","otros","1992-10-31_8.txt"
"416",415,"1992-10-19","Muerte de Joselo Lozada","http://www.farc-ep.co/comunicado/muerte-de-joselo-lozada.html",7,"farc-ep","otros","1992-10-19_7.txt"
"417",416,"1992-10-18","El gobierno a cancelado unilateralmente las conversaciones en México","http://www.farc-ep.co/comunicado/el-gobierno-a-cancelado-unilateralmente-las-conversaciones-en-mexico.html",6,"farc-ep","otros","1992-10-18_6.txt"
"418",417,"1992-09-09","Comunicado, Ofensiva militar contra el pueblo en campos y ciudades","http://www.farc-ep.co/comunicado/comunicado-ofensiva-militar-contra-el-pueblo-en-campos-y-ciudades.html",5,"cgsb","otros","1992-09-09_5.txt"
"419",418,"1992-09-08","Comunicado CGSB","http://www.farc-ep.co/comunicado/comunicado-cgsb.html",4,"secretariado nacional de las farc-ep","secretariado","1992-09-08_4.txt"
"420",419,"1992-06-28","Algunas ideas en torno a los diálogos regionales","http://www.farc-ep.co/comunicado/algunas-ideas-en-torno-a-los-dialogos-regionales.html",3,"secretariado nacional de las farc-ep","secretariado","1992-06-28_3.txt"
"421",420,"1992-06-28","Carta a los intelectuales","http://www.farc-ep.co/comunicado/carta-a-los-intelectuales.html",2,"farc-ep","otros","1992-06-28_2.txt"
"422",421,"1964-07-19","Programa Agrario de los Guerrilleros de FARC-EP","http://www.farc-ep.co/comunicado/programa-agrario-guerrilleros-farc-ep.html",1,"error","otros","1964-07-19_1.txt"
